order_id,order_date,category,sub_category,region,sales
CA-2018-168900,04/05/2018,Office Supplies,Binders,East,2.313
CA-2016-158456,24/12/2016,Office Supplies,Binders,West,19.936
CA-2016-158456,24/12/2016,Office Supplies,Fasteners,West,45.92
CA-2018-143665,26/04/2018,Office Supplies,Paper,West,20.34
CA-2018-143665,26/04/2018,Office Supplies,Labels,West,39.28
CA-2018-137428,16/12/2018,Furniture,Chairs,West,81.568
CA-2018-137428,16/12/2018,Furniture,Chairs,West,97.184
CA-2018-137428,16/12/2018,Office Supplies,Binders,West,24.32
CA-2018-137428,16/12/2018,Furniture,Furnishings,West,18.96
CA-2015-162866,27/12/2015,Furniture,Furnishings,Central,32.952
CA-2015-162866,27/12/2015,Office Supplies,Storage,Central,30.016
CA-2018-167941,06/11/2018,Office Supplies,Appliances,South,499.584
CA-2018-167941,06/11/2018,Office Supplies,Paper,South,31.104
CA-2018-167941,06/11/2018,Office Supplies,Binders,South,13.272
CA-2018-167941,06/11/2018,Furniture,Furnishings,South,28.272
CA-2018-167941,06/11/2018,Office Supplies,Storage,South,259.136
CA-2018-111808,16/12/2018,Office Supplies,Binders,Central,10.8
CA-2016-137512,07/05/2016,Furniture,Tables,Central,244.006
CA-2016-137512,07/05/2016,Office Supplies,Paper,Central,15.936
CA-2018-139773,04/12/2018,Furniture,Chairs,East,188.552
CA-2018-134607,03/10/2018,Office Supplies,Storage,East,22.58
CA-2015-109232,13/01/2015,Furniture,Chairs,South,545.94
CA-2016-139850,12/06/2016,Office Supplies,Paper,East,20.736
CA-2016-139850,12/06/2016,Furniture,Furnishings,East,43.296
CA-2015-131310,12/07/2015,Furniture,Chairs,West,123.136
CA-2015-131310,12/07/2015,Office Supplies,Binders,West,11.264
US-2015-112872,06/12/2015,Office Supplies,Storage,West,53.424
US-2015-112872,06/12/2015,Furniture,Tables,West,275.49
CA-2017-139269,25/05/2017,Furniture,Furnishings,South,24.96
CA-2017-139269,25/05/2017,Office Supplies,Paper,South,19.36
CA-2017-139269,25/05/2017,Office Supplies,Storage,South,1267.65
CA-2017-139010,21/02/2017,Technology,Accessories,West,12.99
CA-2017-139010,21/02/2017,Office Supplies,Binders,West,18.56
CA-2017-139010,21/02/2017,Office Supplies,Storage,West,449.15
CA-2017-139010,21/02/2017,Office Supplies,Binders,West,31.248
CA-2017-134376,02/10/2017,Office Supplies,Appliances,East,61.44
CA-2018-147291,11/03/2018,Office Supplies,Binders,Central,895.92
CA-2017-112893,09/09/2017,Office Supplies,Binders,West,55.36
US-2015-150532,14/07/2015,Office Supplies,Storage,West,55.92
CA-2015-138317,21/06/2015,Office Supplies,Envelopes,East,24.896
CA-2015-138317,21/06/2015,Furniture,Furnishings,East,3.984
CA-2015-138317,21/06/2015,Technology,Accessories,East,95.968
CA-2015-138317,21/06/2015,Technology,Machines,East,206.991
CA-2015-138317,21/06/2015,Office Supplies,Appliances,East,44.416
CA-2015-138317,21/06/2015,Office Supplies,Binders,East,9.006
CA-2016-130610,05/07/2016,Office Supplies,Binders,Central,19.0
CA-2018-104381,16/12/2018,Office Supplies,Binders,East,33.376
CA-2017-131499,08/09/2017,Office Supplies,Appliances,East,207.48
CA-2015-148761,17/05/2015,Office Supplies,Binders,Central,91.68
CA-2018-116519,13/10/2018,Office Supplies,Appliances,East,904.9
CA-2015-130729,24/10/2015,Office Supplies,Binders,West,34.272
CA-2017-124772,05/12/2017,Furniture,Furnishings,South,191.82
CA-2017-115525,25/07/2017,Office Supplies,Appliances,East,243.88
CA-2018-134845,17/04/2018,Office Supplies,Binders,West,12.03
CA-2018-134845,17/04/2018,Technology,Machines,West,2549.985
CA-2018-134845,17/04/2018,Office Supplies,Binders,West,21.594
CA-2018-134845,17/04/2018,Office Supplies,Binders,West,8.964
CA-2018-134845,17/04/2018,Office Supplies,Paper,West,20.736
US-2016-138919,17/09/2016,Furniture,Tables,East,344.22
US-2017-160528,23/08/2017,Office Supplies,Storage,Central,727.296
US-2017-160528,23/08/2017,Furniture,Furnishings,Central,22.608
US-2017-160528,23/08/2017,Technology,Accessories,Central,666.4
CA-2016-123568,08/11/2016,Office Supplies,Fasteners,West,5.04
CA-2016-123568,08/11/2016,Office Supplies,Paper,West,92.94
CA-2016-123568,08/11/2016,Furniture,Furnishings,West,66.69
CA-2016-123568,08/11/2016,Office Supplies,Binders,West,91.68
CA-2018-124674,17/11/2018,Furniture,Bookcases,Central,327.7328
CA-2016-164441,08/11/2016,Office Supplies,Binders,East,52.272
CA-2016-164441,08/11/2016,Office Supplies,Paper,East,17.94
CA-2018-169054,22/04/2018,Furniture,Furnishings,East,254.352
CA-2015-106719,24/08/2015,Office Supplies,Binders,West,8.288
CA-2018-116855,17/12/2018,Furniture,Chairs,South,504.9
US-2017-164189,24/03/2017,Technology,Phones,West,403.168
CA-2016-168480,21/09/2016,Furniture,Bookcases,Central,194.32
CA-2016-168480,21/09/2016,Office Supplies,Art,Central,25.99
US-2017-114293,21/11/2017,Furniture,Chairs,West,195.136
CA-2018-134173,16/09/2018,Office Supplies,Paper,East,20.736
US-2016-123960,11/06/2016,Technology,Accessories,South,53.7
US-2016-123960,11/06/2016,Office Supplies,Binders,South,36.26
US-2016-123960,11/06/2016,Office Supplies,Art,South,56.3
US-2016-123960,11/06/2016,Office Supplies,Paper,South,32.4
US-2016-123960,11/06/2016,Furniture,Furnishings,South,29.16
CA-2018-101749,03/10/2018,Furniture,Tables,West,171.288
US-2017-147991,05/05/2017,Furniture,Furnishings,South,16.72
CA-2018-149559,11/09/2018,Office Supplies,Paper,West,12.96
CA-2018-149559,11/09/2018,Office Supplies,Envelopes,West,22.18
CA-2018-149559,11/09/2018,Furniture,Chairs,West,2054.272
CA-2016-135174,30/04/2016,Technology,Phones,East,1022.97
CA-2018-125290,06/11/2018,Office Supplies,Art,Central,13.9
CA-2018-125290,06/11/2018,Office Supplies,Paper,Central,26.38
CA-2015-137351,30/09/2015,Office Supplies,Binders,West,43.176
CA-2018-121419,02/04/2018,Furniture,Tables,South,411.8
CA-2018-121419,02/04/2018,Technology,Accessories,South,360.0
US-2018-148054,06/10/2018,Furniture,Furnishings,West,41.96
US-2018-148054,06/10/2018,Office Supplies,Appliances,West,227.84
US-2018-148054,06/10/2018,Office Supplies,Paper,West,37.94
CA-2017-128517,09/04/2017,Technology,Phones,Central,517.9
CA-2017-128517,09/04/2017,Office Supplies,Binders,Central,5.28
US-2016-100377,28/08/2016,Technology,Copiers,Central,2799.96
CA-2018-131492,19/10/2018,Office Supplies,Envelopes,West,8.96
CA-2018-131492,19/10/2018,Office Supplies,Labels,West,31.5
CA-2018-131492,19/10/2018,Furniture,Furnishings,West,30.56
CA-2018-131492,19/10/2018,Furniture,Tables,West,24.368
CA-2017-144554,07/11/2017,Technology,Accessories,East,119.976
CA-2018-127621,03/03/2018,Office Supplies,Paper,Central,26.88
CA-2016-145184,27/11/2016,Technology,Phones,East,83.97
CA-2016-145184,27/11/2016,Technology,Accessories,East,104.97
CA-2018-106859,13/03/2018,Office Supplies,Storage,West,90.8
CA-2018-106859,13/03/2018,Technology,Phones,West,140.736
CA-2018-106859,13/03/2018,Technology,Accessories,West,214.95
CA-2018-106859,13/03/2018,Office Supplies,Paper,West,45.36
CA-2018-106859,13/03/2018,Office Supplies,Paper,West,288.24
US-2018-120089,30/11/2018,Office Supplies,Appliances,East,663.936
CA-2015-119375,17/11/2015,Office Supplies,Storage,East,2934.33
CA-2015-119375,17/11/2015,Furniture,Furnishings,East,124.41
CA-2015-119375,17/11/2015,Office Supplies,Art,East,57.75
CA-2017-125206,03/01/2017,Office Supplies,Storage,West,114.46
CA-2016-126137,03/10/2016,Furniture,Bookcases,West,120.666
CA-2015-143903,20/07/2015,Office Supplies,Storage,Central,342.864
CA-2015-143903,20/07/2015,Furniture,Furnishings,Central,16.74
CA-2015-143903,20/07/2015,Furniture,Chairs,Central,981.372
CA-2015-104780,21/05/2015,Office Supplies,Art,West,31.84
CA-2018-101182,04/09/2018,Office Supplies,Paper,West,12.96
CA-2018-101182,04/09/2018,Technology,Phones,West,43.176
US-2018-132297,27/05/2018,Office Supplies,Binders,South,58.34
US-2018-132297,27/05/2018,Technology,Phones,South,539.97
CA-2015-100328,28/01/2015,Office Supplies,Binders,East,3.928
CA-2018-118773,09/02/2018,Office Supplies,Binders,Central,252.784
CA-2018-118773,09/02/2018,Technology,Accessories,Central,127.984
CA-2018-118773,09/02/2018,Furniture,Furnishings,Central,3.984
CA-2018-118773,09/02/2018,Office Supplies,Appliances,Central,12.992
US-2018-159205,31/03/2018,Furniture,Furnishings,South,61.0
US-2018-159205,31/03/2018,Technology,Phones,South,671.93
CA-2017-112123,03/03/2017,Office Supplies,Binders,East,447.86
CA-2017-112123,03/03/2017,Technology,Phones,East,479.95
CA-2017-112123,03/03/2017,Office Supplies,Paper,East,166.44
CA-2016-114468,23/08/2016,Office Supplies,Supplies,Central,31.68
CA-2016-114468,23/08/2016,Office Supplies,Paper,Central,10.368
CA-2016-114468,23/08/2016,Office Supplies,Fasteners,Central,12.032
CA-2016-114468,23/08/2016,Office Supplies,Appliances,Central,5.768
CA-2018-135692,27/04/2018,Office Supplies,Labels,Central,33.12
CA-2018-135692,27/04/2018,Furniture,Bookcases,Central,220.2656
CA-2018-131233,14/04/2018,Office Supplies,Binders,East,10.776
CA-2018-131233,14/04/2018,Furniture,Bookcases,East,242.352
CA-2018-119578,22/12/2018,Office Supplies,Supplies,East,695.16
CA-2018-119578,22/12/2018,Furniture,Bookcases,East,220.98
CA-2017-124562,08/12/2017,Office Supplies,Binders,East,12.957
US-2018-140074,23/03/2018,Office Supplies,Paper,East,25.68
CA-2017-103037,25/07/2017,Office Supplies,Labels,Central,15.712
CA-2018-127460,10/07/2018,Office Supplies,Storage,Central,298.464
CA-2017-121671,17/07/2017,Office Supplies,Paper,Central,21.93
CA-2017-121671,17/07/2017,Office Supplies,Storage,Central,242.94
CA-2017-121671,17/07/2017,Office Supplies,Paper,Central,7.64
CA-2017-121671,17/07/2017,Office Supplies,Paper,Central,51.84
CA-2017-121671,17/07/2017,Office Supplies,Storage,Central,265.17
CA-2017-150350,23/08/2017,Technology,Machines,West,837.6
CA-2017-150350,23/08/2017,Office Supplies,Envelopes,West,135.9
CA-2017-150350,23/08/2017,Office Supplies,Paper,West,34.68
CA-2017-150350,23/08/2017,Furniture,Chairs,West,532.704
CA-2017-150350,23/08/2017,Office Supplies,Appliances,West,43.1
CA-2017-150350,23/08/2017,Office Supplies,Supplies,West,15.88
CA-2016-121720,11/06/2016,Furniture,Chairs,South,1123.92
CA-2016-121720,11/06/2016,Technology,Phones,South,249.584
CA-2016-121720,11/06/2016,Furniture,Furnishings,South,48.672
CA-2016-121720,11/06/2016,Office Supplies,Art,South,60.768
CA-2016-121720,11/06/2016,Office Supplies,Binders,South,78.6
CA-2016-121720,11/06/2016,Office Supplies,Binders,South,3.768
CA-2016-121720,11/06/2016,Office Supplies,Storage,South,1036.624
CA-2016-121720,11/06/2016,Office Supplies,Storage,South,563.808
CA-2018-149895,08/09/2018,Technology,Phones,East,258.528
CA-2018-147564,02/10/2018,Office Supplies,Paper,East,49.12
CA-2015-136399,16/12/2015,Furniture,Furnishings,West,44.46
CA-2015-136399,16/12/2015,Furniture,Chairs,West,241.568
CA-2015-136399,16/12/2015,Technology,Accessories,West,395.0
CA-2015-136399,16/12/2015,Technology,Phones,West,627.168
CA-2015-107916,24/08/2015,Furniture,Furnishings,East,13.28
CA-2015-107916,24/08/2015,Office Supplies,Binders,East,12.672
CA-2018-164168,12/11/2018,Office Supplies,Binders,Central,30.56
CA-2018-164168,12/11/2018,Office Supplies,Storage,Central,77.952
CA-2018-164168,12/11/2018,Technology,Phones,Central,67.992
CA-2018-164168,12/11/2018,Office Supplies,Envelopes,Central,12.224
CA-2018-164168,12/11/2018,Technology,Accessories,Central,44.784
CA-2018-164168,12/11/2018,Furniture,Furnishings,Central,22.848
CA-2016-112557,25/04/2016,Office Supplies,Appliances,East,206.43
US-2015-122959,12/12/2015,Office Supplies,Binders,Central,210.392
CA-2018-162572,25/09/2018,Technology,Accessories,East,119.96
CA-2018-162572,25/09/2018,Office Supplies,Art,East,10.608
US-2017-148110,05/09/2017,Furniture,Chairs,Central,347.802
CA-2018-131828,11/02/2018,Furniture,Chairs,West,963.136
CA-2018-131828,11/02/2018,Technology,Phones,West,88.776
CA-2015-109218,30/06/2015,Office Supplies,Art,West,32.4
CA-2017-120558,07/06/2017,Office Supplies,Paper,East,32.4
US-2015-109036,20/12/2015,Office Supplies,Labels,West,31.05
CA-2016-147830,15/12/2016,Technology,Accessories,East,2025.36
CA-2016-147830,15/12/2016,Technology,Machines,East,1799.994
CA-2016-147830,15/12/2016,Technology,Phones,East,101.988
CA-2016-147830,15/12/2016,Furniture,Furnishings,East,262.864
CA-2018-150497,20/07/2018,Office Supplies,Binders,Central,735.98
CA-2015-128986,03/08/2015,Office Supplies,Paper,West,93.024
CA-2016-139584,24/08/2016,Furniture,Tables,East,284.364
CA-2016-139584,24/08/2016,Technology,Accessories,East,26.0
US-2017-162677,26/03/2017,Office Supplies,Storage,South,67.64
US-2017-162677,26/03/2017,Technology,Accessories,South,119.976
US-2015-150924,12/09/2015,Office Supplies,Binders,Central,5.18
CA-2015-153969,21/09/2015,Office Supplies,Envelopes,West,15.56
CA-2015-153969,21/09/2015,Office Supplies,Envelopes,West,78.35
CA-2015-153969,21/09/2015,Office Supplies,Art,West,59.52
CA-2015-153969,21/09/2015,Office Supplies,Paper,West,38.52
CA-2015-153969,21/09/2015,Technology,Phones,West,239.984
CA-2015-153969,21/09/2015,Office Supplies,Paper,West,19.35
CA-2017-146682,29/10/2017,Furniture,Furnishings,Central,67.0
CA-2017-138695,28/05/2017,Furniture,Chairs,South,390.272
CA-2017-138695,28/05/2017,Office Supplies,Paper,South,62.192
CA-2018-107461,21/12/2018,Office Supplies,Binders,South,23.88
US-2017-133879,21/03/2017,Office Supplies,Binders,Central,3.168
US-2017-133879,21/03/2017,Furniture,Chairs,Central,528.43
US-2017-133879,21/03/2017,Office Supplies,Art,Central,13.392
CA-2018-157483,11/11/2018,Office Supplies,Art,Central,181.86
US-2018-132059,23/09/2018,Furniture,Bookcases,West,180.588
US-2018-132059,23/09/2018,Technology,Accessories,West,47.984
CA-2018-122280,10/09/2018,Office Supplies,Paper,East,18.76
CA-2018-105235,05/12/2018,Furniture,Furnishings,East,20.94
CA-2018-105235,05/12/2018,Furniture,Furnishings,East,58.68
CA-2018-105235,05/12/2018,Office Supplies,Appliances,East,254.9
CA-2018-152912,09/11/2018,Office Supplies,Binders,East,9.64
CA-2018-152912,09/11/2018,Technology,Accessories,East,826.62
CA-2018-152912,09/11/2018,Office Supplies,Storage,East,1633.14
CA-2018-152912,09/11/2018,Office Supplies,Storage,East,544.38
CA-2015-123498,07/11/2015,Office Supplies,Binders,Central,26.046
CA-2015-123498,07/11/2015,Office Supplies,Envelopes,Central,74.352
CA-2018-159352,12/03/2018,Technology,Phones,East,69.93
US-2018-146416,20/10/2018,Office Supplies,Labels,West,3.75
US-2018-146416,20/10/2018,Office Supplies,Binders,West,20.928
US-2016-163783,27/12/2016,Office Supplies,Storage,Central,12.672
CA-2018-123981,02/10/2018,Technology,Phones,East,65.99
CA-2018-158953,04/06/2018,Office Supplies,Binders,Central,6.37
CA-2015-165428,01/09/2015,Office Supplies,Binders,Central,3.648
CA-2015-165428,01/09/2015,Office Supplies,Paper,Central,31.104
CA-2017-169026,08/08/2017,Office Supplies,Fasteners,South,23.34
CA-2018-109750,22/07/2018,Technology,Phones,East,29.97
CA-2016-149384,10/07/2016,Office Supplies,Binders,West,3.366
CA-2015-131527,01/12/2015,Technology,Phones,South,95.968
CA-2018-164000,18/12/2018,Office Supplies,Art,East,18.704
CA-2015-164224,18/05/2015,Furniture,Furnishings,East,149.232
CA-2015-164224,18/05/2015,Office Supplies,Paper,East,15.936
CA-2015-158372,10/11/2015,Technology,Phones,West,601.536
CA-2015-158372,10/11/2015,Technology,Accessories,West,10.99
CA-2015-158372,10/11/2015,Furniture,Furnishings,West,39.88
CA-2015-158372,10/11/2015,Office Supplies,Paper,West,62.24
CA-2015-158372,10/11/2015,Furniture,Furnishings,West,53.2
CA-2015-158372,10/11/2015,Office Supplies,Labels,West,39.84
CA-2017-108882,09/01/2017,Technology,Accessories,West,349.95
CA-2017-108882,09/01/2017,Technology,Phones,West,377.928
US-2018-108245,22/09/2018,Office Supplies,Envelopes,Central,13.392
US-2018-108245,22/09/2018,Office Supplies,Binders,Central,11.228
CA-2015-142314,23/12/2015,Office Supplies,Appliances,Central,207.24
CA-2017-132409,26/05/2017,Office Supplies,Art,East,1.504
CA-2017-132409,26/05/2017,Office Supplies,Appliances,East,34.848
CA-2018-150189,08/07/2018,Office Supplies,Labels,West,75.18
CA-2015-114433,13/05/2015,Technology,Accessories,West,149.97
CA-2018-104640,10/11/2018,Office Supplies,Binders,East,931.176
CA-2018-104640,10/11/2018,Technology,Phones,East,430.88
US-2016-137008,02/10/2016,Office Supplies,Paper,East,94.85
US-2016-137008,02/10/2016,Office Supplies,Envelopes,East,51.12
US-2016-137008,02/10/2016,Technology,Accessories,East,90.0
CA-2015-108189,02/10/2015,Office Supplies,Paper,West,9.408
CA-2015-108189,02/10/2015,Office Supplies,Fasteners,West,4.672
CA-2015-108189,02/10/2015,Technology,Phones,West,318.4
CA-2015-108189,02/10/2015,Office Supplies,Envelopes,West,12.768
CA-2015-108189,02/10/2015,Office Supplies,Supplies,West,15.36
CA-2015-108189,02/10/2015,Technology,Phones,West,230.376
CA-2015-108189,02/10/2015,Technology,Accessories,West,7.16
CA-2015-154641,11/08/2015,Office Supplies,Storage,East,375.34
CA-2018-131625,01/09/2018,Furniture,Furnishings,East,114.9
US-2018-156356,16/04/2018,Office Supplies,Binders,Central,26.046
US-2018-156356,16/04/2018,Office Supplies,Binders,Central,2.896
US-2018-156356,16/04/2018,Office Supplies,Storage,Central,32.544
CA-2017-138933,24/04/2017,Office Supplies,Binders,West,3.984
CA-2017-140746,15/01/2017,Furniture,Tables,East,181.797
CA-2017-146836,02/05/2017,Office Supplies,Storage,East,44.94
CA-2017-146836,02/05/2017,Office Supplies,Binders,East,45.576
US-2017-127971,20/11/2017,Furniture,Chairs,Central,318.43
US-2017-127971,20/11/2017,Technology,Phones,Central,122.92
US-2017-127971,20/11/2017,Furniture,Furnishings,Central,7.068
US-2017-140809,01/02/2017,Office Supplies,Storage,South,56.45
CA-2018-114524,31/03/2018,Office Supplies,Binders,Central,13.468
CA-2018-113355,01/12/2018,Technology,Phones,Central,219.8
CA-2018-113355,01/12/2018,Furniture,Chairs,Central,317.058
US-2018-140907,10/12/2018,Technology,Accessories,West,49.08
US-2018-140907,10/12/2018,Office Supplies,Storage,West,324.9
US-2018-140907,10/12/2018,Office Supplies,Art,West,18.24
CA-2017-159730,17/09/2017,Furniture,Chairs,West,113.888
CA-2017-159730,17/09/2017,Technology,Phones,West,105.584
CA-2017-157868,23/12/2017,Office Supplies,Fasteners,Central,24.85
CA-2018-119389,17/04/2018,Furniture,Furnishings,East,60.312
CA-2018-110373,27/10/2018,Office Supplies,Art,Central,7.056
CA-2018-110373,27/10/2018,Technology,Phones,Central,27.184
CA-2017-155474,08/07/2017,Technology,Phones,West,107.984
CA-2017-155474,08/07/2017,Office Supplies,Binders,West,19.296
CA-2016-155453,09/08/2016,Office Supplies,Labels,South,4.608
US-2017-161844,09/12/2017,Furniture,Tables,South,79.974
US-2017-161844,09/12/2017,Office Supplies,Binders,South,2.946
US-2017-162103,13/11/2017,Office Supplies,Binders,Central,3.136
CA-2015-151554,14/11/2015,Office Supplies,Paper,Central,20.736
CA-2015-140662,17/11/2015,Technology,Accessories,West,99.98
CA-2015-140662,17/11/2015,Office Supplies,Paper,West,733.95
CA-2015-140662,17/11/2015,Office Supplies,Appliances,West,241.44
CA-2017-122518,04/03/2017,Office Supplies,Labels,South,10.08
US-2015-126571,11/10/2015,Office Supplies,Storage,East,281.904
US-2015-126571,11/10/2015,Office Supplies,Envelopes,East,201.432
CA-2015-143840,22/05/2015,Technology,Phones,South,135.98
CA-2015-143840,22/05/2015,Technology,Phones,South,44.95
CA-2015-115980,15/07/2015,Technology,Accessories,Central,2.97
CA-2015-115980,15/07/2015,Office Supplies,Fasteners,Central,6.54
CA-2016-155145,27/12/2016,Technology,Accessories,West,7.92
CA-2016-146038,09/02/2016,Furniture,Chairs,West,203.92
CA-2018-133865,08/05/2018,Technology,Copiers,West,3359.952
CA-2018-116358,02/11/2018,Office Supplies,Fasteners,Central,18.24
CA-2018-116358,02/11/2018,Office Supplies,Art,Central,27.78
CA-2015-102988,05/04/2015,Office Supplies,Art,South,22.96
CA-2015-102988,05/04/2015,Technology,Phones,South,28.99
CA-2015-102988,05/04/2015,Office Supplies,Paper,South,12.96
CA-2015-102988,05/04/2015,Office Supplies,Art,South,22.96
CA-2015-102988,05/04/2015,Office Supplies,Supplies,South,4164.05
US-2015-117170,17/09/2015,Technology,Accessories,South,47.984
US-2015-117170,17/09/2015,Office Supplies,Paper,South,4.624
CA-2015-159478,30/09/2015,Furniture,Furnishings,East,15.24
CA-2015-103702,12/09/2015,Office Supplies,Binders,East,63.924
CA-2018-150525,20/02/2018,Office Supplies,Art,Central,6.56
CA-2018-150525,20/02/2018,Office Supplies,Appliances,Central,13.11
CA-2016-157770,13/12/2016,Technology,Phones,West,494.376
CA-2016-157770,13/12/2016,Office Supplies,Binders,West,29.2
CA-2016-157770,13/12/2016,Technology,Accessories,West,248.85
CA-2016-157770,13/12/2016,Technology,Accessories,West,36.24
CA-2017-167290,30/10/2017,Office Supplies,Art,Central,11.68
CA-2015-106264,26/12/2015,Office Supplies,Supplies,West,11.91
CA-2015-106264,26/12/2015,Furniture,Furnishings,West,3.48
CA-2015-138023,15/08/2015,Office Supplies,Binders,Central,30.96
CA-2018-113418,01/10/2018,Technology,Machines,East,1704.89
US-2016-110569,23/05/2016,Office Supplies,Binders,West,19.194
US-2016-110569,23/05/2016,Office Supplies,Appliances,West,121.792
CA-2018-136308,16/11/2018,Technology,Machines,West,1919.976
US-2015-159926,18/11/2015,Office Supplies,Binders,East,50.997
US-2015-159926,18/11/2015,Office Supplies,Storage,East,76.792
US-2015-159926,18/11/2015,Technology,Phones,East,539.964
US-2015-159926,18/11/2015,Furniture,Furnishings,East,60.312
US-2015-159926,18/11/2015,Office Supplies,Binders,East,1.944
CA-2015-104738,30/12/2015,Office Supplies,Envelopes,Central,12.984
CA-2015-104738,30/12/2015,Technology,Phones,Central,217.584
CA-2015-104738,30/12/2015,Technology,Phones,Central,328.776
CA-2015-104738,30/12/2015,Office Supplies,Binders,Central,2.286
CA-2015-104738,30/12/2015,Technology,Accessories,Central,47.984
CA-2016-144386,05/11/2016,Office Supplies,Binders,East,25.344
CA-2017-111416,17/09/2017,Office Supplies,Binders,East,232.4
CA-2017-162747,20/03/2017,Furniture,Furnishings,South,86.45
US-2015-133130,27/09/2015,Furniture,Chairs,West,603.92
US-2015-133130,27/09/2015,Office Supplies,Paper,West,81.98
CA-2018-169978,24/12/2018,Furniture,Chairs,East,271.764
CA-2018-169978,24/12/2018,Office Supplies,Binders,East,14.376
CA-2018-161739,10/11/2018,Furniture,Furnishings,Central,341.96
CA-2016-165057,11/09/2016,Office Supplies,Art,West,181.35
CA-2016-165057,11/09/2016,Office Supplies,Labels,West,8.64
CA-2015-134551,20/12/2015,Office Supplies,Appliances,South,43.512
CA-2015-134551,20/12/2015,Furniture,Chairs,South,662.88
CA-2015-134551,20/12/2015,Office Supplies,Paper,South,25.92
CA-2016-120810,23/07/2016,Office Supplies,Appliances,East,68.94
CA-2016-120810,23/07/2016,Furniture,Furnishings,East,128.82
CA-2015-165309,11/11/2015,Office Supplies,Binders,Central,896.99
CA-2015-165309,11/11/2015,Office Supplies,Binders,Central,1.234
CA-2015-165309,11/11/2015,Office Supplies,Art,Central,67.56
CA-2015-165309,11/11/2015,Office Supplies,Paper,Central,21.72
CA-2015-165309,11/11/2015,Office Supplies,Paper,Central,262.336
CA-2015-165309,11/11/2015,Technology,Phones,Central,148.48
CA-2015-165309,11/11/2015,Technology,Phones,Central,241.176
CA-2018-122595,14/12/2018,Technology,Accessories,Central,227.976
CA-2018-122595,14/12/2018,Technology,Phones,Central,52.68
CA-2018-122595,14/12/2018,Furniture,Furnishings,Central,2.032
US-2018-109253,21/08/2018,Office Supplies,Art,West,17.12
US-2018-109253,21/08/2018,Technology,Phones,West,431.968
US-2018-109253,21/08/2018,Furniture,Furnishings,West,129.92
US-2018-109253,21/08/2018,Furniture,Tables,West,568.728
US-2018-109253,21/08/2018,Office Supplies,Binders,West,117.144
US-2018-109253,21/08/2018,Office Supplies,Appliances,West,203.52
US-2018-109253,21/08/2018,Office Supplies,Labels,West,51.75
CA-2017-145982,27/08/2017,Office Supplies,Paper,East,122.97
CA-2017-145982,27/08/2017,Furniture,Tables,East,244.615
CA-2017-145982,27/08/2017,Technology,Phones,East,59.97
CA-2017-145982,27/08/2017,Office Supplies,Paper,East,81.54
CA-2017-145982,27/08/2017,Office Supplies,Fasteners,East,11.68
CA-2017-145982,27/08/2017,Office Supplies,Binders,East,29.0
CA-2016-112014,13/08/2016,Office Supplies,Art,West,50.8
CA-2018-154732,05/11/2018,Office Supplies,Binders,Central,16.03
US-2017-157308,17/08/2017,Office Supplies,Binders,West,15.712
CA-2017-147536,26/12/2017,Technology,Accessories,East,89.97
US-2015-134733,23/09/2015,Furniture,Bookcases,West,435.999
US-2015-134733,23/09/2015,Technology,Phones,West,83.984
US-2015-150434,19/07/2015,Technology,Phones,East,359.98
US-2015-150434,19/07/2015,Furniture,Tables,East,70.56
US-2015-150434,19/07/2015,Office Supplies,Binders,East,20.88
US-2015-150434,19/07/2015,Office Supplies,Binders,East,3.81
CA-2018-100335,07/09/2018,Office Supplies,Paper,Central,73.008
CA-2017-139234,06/05/2017,Office Supplies,Binders,Central,3.208
CA-2017-139234,06/05/2017,Technology,Accessories,Central,26.176
US-2016-142020,04/06/2016,Office Supplies,Paper,East,30.44
US-2016-142020,04/06/2016,Furniture,Furnishings,East,35.28
CA-2016-139962,13/12/2016,Office Supplies,Paper,East,19.44
CA-2016-139962,13/12/2016,Office Supplies,Binders,East,37.88
CA-2017-130050,16/07/2017,Furniture,Furnishings,Central,9.552
CA-2015-115161,31/01/2015,Furniture,Bookcases,West,290.666
CA-2015-165379,09/07/2015,Office Supplies,Paper,Central,10.368
CA-2015-165379,09/07/2015,Office Supplies,Paper,Central,14.352
CA-2016-115511,21/11/2016,Furniture,Bookcases,West,141.96
CA-2016-115511,21/11/2016,Office Supplies,Binders,West,66.048
CA-2017-134887,25/03/2017,Technology,Accessories,Central,1287.45
CA-2018-123778,23/09/2018,Office Supplies,Binders,West,25.824
CA-2018-123778,23/09/2018,Office Supplies,Appliances,West,160.96
CA-2016-161718,04/12/2016,Furniture,Furnishings,East,28.44
CA-2016-161718,04/12/2016,Furniture,Chairs,East,364.41
CA-2016-161718,04/12/2016,Technology,Phones,East,39.96
CA-2016-161718,04/12/2016,Furniture,Chairs,East,361.764
CA-2017-100671,01/11/2017,Office Supplies,Storage,Central,111.672
CA-2018-142867,17/03/2018,Office Supplies,Binders,Central,13.776
CA-2018-142867,17/03/2018,Office Supplies,Paper,Central,10.272
CA-2018-103156,23/11/2018,Furniture,Furnishings,East,24.048
US-2018-162208,27/08/2018,Office Supplies,Envelopes,South,2.896
CA-2016-130659,04/12/2016,Office Supplies,Envelopes,East,17.94
CA-2016-130659,04/12/2016,Furniture,Chairs,East,384.174
CA-2016-130659,04/12/2016,Technology,Phones,East,1799.75
CA-2018-148404,07/10/2018,Office Supplies,Storage,South,580.672
