order_id,order_date,product_id,category_id,region_id,sales
CA-2018-145226,08/12/2018,FUR-FU-10004952,6,46,109.48
CA-2018-145226,08/12/2018,OFF-ST-10004123,5,46,272.94
CA-2018-145226,08/12/2018,OFF-PA-10003172,11,46,19.44
CA-2018-145226,08/12/2018,OFF-ST-10002352,5,46,31.92
US-2015-100279,10/03/2015,OFF-PA-10002259,11,248,22.38
CA-2015-158064,21/04/2015,OFF-BI-10002976,9,142,16.52
US-2016-104430,22/10/2016,OFF-BI-10000301,9,51,5.176
CA-2016-132080,22/08/2016,OFF-BI-10003694,9,46,50.112
CA-2017-161207,29/08/2017,OFF-SU-10000381,15,209,27.93
CA-2015-120243,27/12/2015,OFF-LA-10004425,3,26,11.56
CA-2017-113621,01/12/2017,FUR-CH-10001270,2,249,172.5
CA-2017-113621,01/12/2017,TEC-PH-10003931,8,249,179.97
CA-2017-168081,24/04/2017,TEC-AC-10003174,12,33,258.696
CA-2015-128146,21/06/2015,TEC-PH-10004539,8,101,1322.93
CA-2015-128146,21/06/2015,OFF-AR-10001919,7,101,3.76
CA-2018-138779,14/01/2018,OFF-EN-10002504,13,223,21.744
CA-2018-138779,14/01/2018,TEC-PH-10003655,8,223,7.92
CA-2015-127131,24/11/2015,OFF-BI-10004656,9,6,12.096
CA-2015-127131,24/11/2015,OFF-ST-10002344,5,6,485.88
CA-2015-127131,24/11/2015,OFF-PA-10001800,11,6,25.92
CA-2015-127131,24/11/2015,OFF-ST-10000036,5,6,197.58
CA-2018-117212,26/02/2018,OFF-AP-10004532,10,2,81.92
CA-2018-117212,26/02/2018,TEC-PH-10004447,8,2,889.536
CA-2018-117212,26/02/2018,FUR-CH-10003973,2,2,892.224
CA-2018-117212,26/02/2018,OFF-PA-10001970,11,2,223.92
CA-2018-117212,26/02/2018,OFF-PA-10000682,11,2,23.12
US-2016-130519,15/09/2016,OFF-PA-10001937,11,250,15.552
US-2016-130519,15/09/2016,FUR-FU-10002268,6,250,15.712
US-2016-130519,15/09/2016,OFF-ST-10001321,5,250,24.672
US-2016-130519,15/09/2016,FUR-FU-10003394,6,250,55.968
CA-2017-130946,08/04/2017,TEC-AC-10001990,12,17,431.928
CA-2017-130946,08/04/2017,FUR-CH-10004540,2,17,95.984
CA-2017-130946,08/04/2017,OFF-BI-10004995,9,17,1088.792
CA-2017-114727,18/07/2017,FUR-CH-10002335,2,77,544.008
CA-2017-114727,18/07/2017,OFF-BI-10004967,9,77,1.872
CA-2017-114727,18/07/2017,FUR-CH-10002331,2,77,854.352
CA-2017-114727,18/07/2017,OFF-ST-10002292,5,77,593.568
CA-2017-114727,18/07/2017,OFF-ST-10000689,5,77,338.04
CA-2018-133235,01/08/2018,TEC-PH-10002660,8,44,271.96
CA-2017-137050,14/07/2017,OFF-ST-10004634,5,30,11.21
CA-2017-137050,14/07/2017,OFF-BI-10002160,9,30,9.144
CA-2017-137050,14/07/2017,OFF-FA-10002988,14,30,14.07
CA-2017-137050,14/07/2017,OFF-AR-10004999,7,30,41.86
CA-2017-137050,14/07/2017,OFF-BI-10001031,9,30,8.544
CA-2017-137050,14/07/2017,FUR-BO-10004695,1,30,579.136
US-2018-118087,09/09/2018,FUR-CH-10004860,2,64,141.372
US-2018-118087,09/09/2018,OFF-BI-10002432,9,64,3.036
US-2018-118087,09/09/2018,OFF-BI-10000069,9,64,4.503
US-2018-118087,09/09/2018,OFF-AR-10003602,7,64,4.672
US-2018-118087,09/09/2018,TEC-AC-10004469,12,64,95.88
US-2018-118087,09/09/2018,FUR-FU-10001867,6,64,17.024
US-2018-118087,09/09/2018,TEC-AC-10003174,12,64,258.696
US-2018-118087,09/09/2018,TEC-PH-10002200,8,64,1931.958
CA-2015-110184,12/07/2015,OFF-ST-10000107,5,2,249.75
CA-2015-110184,12/07/2015,TEC-PH-10000439,8,2,255.936
CA-2017-126004,04/12/2017,FUR-FU-10001602,6,24,113.79
CA-2017-126004,04/12/2017,TEC-AC-10001432,12,24,78.15
CA-2017-126004,04/12/2017,OFF-BI-10004656,9,24,1.728
CA-2017-126004,04/12/2017,OFF-PA-10001685,11,24,40.56
CA-2017-126004,04/12/2017,OFF-ST-10001418,5,24,182.94
CA-2017-126004,04/12/2017,OFF-ST-10000676,5,24,193.86
CA-2018-100013,06/11/2018,OFF-EN-10001219,13,63,15.28
CA-2018-100013,06/11/2018,FUR-FU-10001424,6,63,8.73
CA-2018-100013,06/11/2018,OFF-AR-10001022,7,63,5.68
CA-2016-132570,31/10/2016,OFF-AR-10000369,7,251,2.78
CA-2016-132570,31/10/2016,OFF-EN-10003055,13,251,79.96
CA-2017-153682,30/05/2017,TEC-CO-10001046,17,94,839.988
CA-2017-144344,28/10/2017,FUR-FU-10000076,6,252,47.952
CA-2017-144344,28/10/2017,OFF-BI-10003719,9,252,37.425
CA-2017-144344,28/10/2017,FUR-FU-10003268,6,252,63.968
CA-2017-144344,28/10/2017,FUR-FU-10003553,6,252,165.048
CA-2015-127012,11/08/2015,FUR-FU-10003691,6,60,12.35
CA-2015-127012,11/08/2015,OFF-AR-10003903,7,60,40.97
CA-2015-127012,11/08/2015,OFF-FA-10004854,14,60,22.96
CA-2017-128727,29/08/2017,TEC-PH-10003442,8,24,22.0
US-2017-162859,15/02/2017,OFF-BI-10004519,9,30,398.352
US-2017-162859,15/02/2017,OFF-FA-10000304,14,30,8.72
CA-2018-133641,14/05/2018,OFF-EN-10004955,13,253,48.69
CA-2015-168494,12/12/2015,FUR-TA-10004619,4,254,764.688
CA-2015-168494,12/12/2015,FUR-TA-10003473,4,254,3610.848
CA-2015-168494,12/12/2015,FUR-BO-10004467,1,254,254.9745
CA-2018-115602,18/12/2018,OFF-AR-10002280,7,30,38.82
CA-2018-115602,18/12/2018,FUR-CH-10001708,2,30,1141.938
CA-2018-115602,18/12/2018,OFF-AP-10000891,10,30,1704.56
CA-2018-115602,18/12/2018,OFF-AR-10000462,7,30,3.2
CA-2016-154956,04/07/2016,TEC-PH-10004165,8,202,1099.96
CA-2018-144638,10/03/2018,OFF-AR-10003958,7,182,5.248
CA-2018-144638,10/03/2018,TEC-PH-10000149,8,182,35.91
CA-2018-144638,10/03/2018,FUR-FU-10003724,6,182,6.696
CA-2018-144638,10/03/2018,FUR-FU-10003535,6,182,43.872
US-2017-168620,24/12/2017,OFF-BI-10001575,9,44,27.882
US-2017-168620,24/12/2017,OFF-ST-10003716,5,44,540.048
US-2017-168620,24/12/2017,TEC-AC-10004469,12,44,255.68
CA-2018-117079,23/10/2018,TEC-PH-10004586,8,134,863.88
US-2017-144393,28/10/2017,OFF-BI-10004236,9,255,17.616
CA-2018-105053,07/07/2018,OFF-BI-10001634,9,256,17.472
CA-2017-155992,01/10/2017,TEC-PH-10000215,8,242,69.9
CA-2017-155992,01/10/2017,FUR-FU-10003724,6,242,41.85
CA-2018-110380,02/09/2018,OFF-AR-10000422,7,35,6.57
US-2015-167738,24/12/2015,OFF-ST-10003306,5,63,142.86
US-2015-167738,24/12/2015,FUR-CH-10001146,2,63,292.272
CA-2018-121412,23/09/2018,FUR-FU-10000246,6,128,29.328
CA-2018-100426,04/06/2018,OFF-PA-10002870,11,257,12.48
US-2017-103646,21/04/2017,OFF-ST-10000563,5,37,102.336
US-2017-103646,21/04/2017,OFF-AP-10004487,10,37,48.792
US-2017-103646,21/04/2017,OFF-BI-10002854,9,37,44.848
CA-2017-119186,26/05/2017,OFF-PA-10004621,11,7,10.368
CA-2017-119186,26/05/2017,FUR-CH-10001973,2,7,388.43
CA-2017-119186,26/05/2017,OFF-PA-10004040,11,7,14.352
CA-2017-119186,26/05/2017,TEC-AC-10000580,12,7,63.992
CA-2017-148698,02/05/2017,OFF-AR-10004022,7,33,86.352
CA-2015-163293,08/09/2015,TEC-AC-10004209,12,258,32.97
CA-2015-163293,08/09/2015,TEC-AC-10000023,12,258,83.88
CA-2017-160815,05/09/2017,TEC-PH-10003505,8,259,278.4
CA-2018-122154,09/04/2018,OFF-LA-10000121,3,134,15.12
CA-2018-122154,09/04/2018,OFF-BI-10002026,9,134,17.43
CA-2018-122154,09/04/2018,OFF-PA-10000994,11,134,251.64
US-2016-149692,06/12/2016,OFF-BI-10002813,9,111,2.772
CA-2017-119445,26/06/2017,OFF-ST-10000617,5,260,14.9
CA-2016-124268,04/07/2016,OFF-AR-10004817,7,46,15.48
CA-2017-154711,22/11/2017,FUR-FU-10000397,6,30,39.88
CA-2017-154711,22/11/2017,OFF-BI-10000605,9,30,12.192
CA-2017-154711,22/11/2017,OFF-AR-10001860,7,30,20.82
CA-2017-163384,10/11/2017,OFF-BI-10004970,9,35,13.216
CA-2017-163384,10/11/2017,OFF-PA-10003172,11,35,32.4
CA-2016-101707,27/08/2016,OFF-SU-10001218,15,189,32.94
CA-2016-101707,27/08/2016,OFF-PA-10002968,11,189,114.2
CA-2016-101707,27/08/2016,OFF-LA-10000134,3,189,3.08
CA-2016-138898,25/05/2016,OFF-AP-10004487,10,261,845.728
CA-2018-115427,30/12/2018,OFF-BI-10002103,9,262,13.904
CA-2018-115427,30/12/2018,OFF-BI-10004632,9,262,20.72
CA-2017-134425,08/12/2017,TEC-PH-10003555,8,42,114.95
CA-2016-121391,04/10/2016,OFF-ST-10001590,5,10,26.96
CA-2017-137043,23/12/2017,FUR-FU-10003664,6,29,572.76
CA-2017-137043,23/12/2017,FUR-FU-10003664,6,29,286.38
CA-2016-115847,19/09/2016,FUR-BO-10003433,1,102,61.96
US-2018-126179,03/07/2018,FUR-FU-10002554,6,113,23.99
US-2018-126179,03/07/2018,TEC-PH-10001557,8,113,287.97
CA-2017-101966,14/07/2017,TEC-PH-10003437,8,67,419.944
CA-2017-141397,20/06/2017,OFF-PA-10002986,11,55,46.76
CA-2017-141397,20/06/2017,OFF-BI-10000320,9,55,17.712
CA-2017-141397,20/06/2017,OFF-AP-10003971,10,55,21.78
CA-2017-141397,20/06/2017,OFF-ST-10001469,5,55,161.94
CA-2017-141397,20/06/2017,FUR-CH-10003846,2,55,161.568
CA-2017-141082,09/12/2017,OFF-LA-10001404,3,129,3.69
CA-2017-141082,09/12/2017,OFF-LA-10001474,3,129,122.12
US-2017-134488,24/09/2017,FUR-CH-10003199,2,48,155.372
CA-2017-145919,18/12/2017,OFF-PA-10003072,11,4,38.88
CA-2017-145919,18/12/2017,FUR-FU-10004960,6,4,183.84
CA-2017-145919,18/12/2017,OFF-SU-10003505,15,4,579.3
CA-2018-157651,10/12/2018,TEC-AC-10003116,12,75,14.2
CA-2015-160773,01/07/2015,TEC-PH-10004586,8,263,575.92
CA-2015-160773,01/07/2015,OFF-BI-10000546,9,263,5.184
CA-2018-167703,03/02/2018,OFF-BI-10002071,9,94,5.229
CA-2018-167703,03/02/2018,OFF-ST-10001490,5,94,285.552
CA-2018-121804,03/03/2018,OFF-AP-10004859,10,264,72.8
CA-2018-162635,09/10/2018,OFF-PA-10002659,11,125,10.816
CA-2015-107153,28/09/2015,OFF-ST-10001321,5,129,46.26
US-2015-117058,27/05/2015,OFF-BI-10004139,9,156,17.46
CA-2016-120439,14/06/2016,FUR-FU-10001867,6,75,51.072
CA-2017-128258,30/03/2017,OFF-PA-10004156,11,212,11.34
CA-2018-106033,15/10/2018,OFF-AR-10002818,7,95,87.92
CA-2017-142762,23/05/2017,FUR-FU-10003691,6,10,37.05
CA-2018-127705,02/06/2018,TEC-PH-10000347,8,204,2.97
CA-2018-127705,02/06/2018,OFF-ST-10004507,5,204,27.44
CA-2015-122567,16/02/2015,OFF-BI-10002012,9,78,1.08
CA-2015-122567,16/02/2015,OFF-AP-10001303,10,78,7.96
CA-2015-121664,06/05/2015,OFF-BI-10003684,9,14,140.736
CA-2017-122133,16/05/2017,OFF-ST-10002574,5,265,552.56
US-2018-123281,02/04/2018,FUR-FU-10003724,6,142,25.11
CA-2018-100524,31/03/2018,FUR-FU-10004018,6,165,29.78
CA-2018-100524,31/03/2018,TEC-PH-10002549,8,165,677.58
CA-2018-100524,31/03/2018,OFF-PA-10004911,11,165,75.04
CA-2018-113481,02/01/2018,TEC-MA-10002178,16,223,695.7
CA-2018-113481,02/01/2018,OFF-BI-10003694,9,223,15.66
CA-2018-113481,02/01/2018,OFF-BI-10000474,9,223,28.854
CA-2016-131758,28/05/2016,OFF-AR-10000411,7,266,47.82
CA-2016-131758,28/05/2016,OFF-LA-10000262,3,266,13.05
CA-2015-118339,17/03/2015,OFF-AP-10001154,10,88,93.78
CA-2015-118339,17/03/2015,OFF-PA-10000466,11,88,47.18
CA-2015-118339,17/03/2015,OFF-AR-10003829,7,88,19.68
CA-2015-118339,17/03/2015,OFF-BI-10001758,9,88,53.4
CA-2015-118339,17/03/2015,OFF-BI-10000136,9,88,35.88
CA-2015-153976,03/10/2015,FUR-CH-10002880,2,190,258.279
CA-2017-162901,28/03/2017,OFF-ST-10000649,5,102,31.4
CA-2018-162978,04/05/2018,TEC-PH-10003092,8,10,183.96
CA-2018-162978,04/05/2018,OFF-PA-10002250,11,10,17.61
CA-2018-162978,04/05/2018,FUR-TA-10003473,4,10,300.904
US-2015-160444,05/07/2015,OFF-ST-10001522,5,67,220.776
US-2015-160444,05/07/2015,OFF-ST-10000563,5,67,281.424
CA-2017-145247,05/05/2017,OFF-PA-10003641,11,176,79.14
CA-2018-160045,26/04/2018,FUR-FU-10000010,6,7,1.988
US-2015-151925,26/09/2015,FUR-CH-10002961,2,14,145.568
CA-2018-125199,19/10/2018,OFF-AR-10002956,7,75,123.256
CA-2018-125199,19/10/2018,OFF-PA-10004041,11,75,23.68
CA-2018-125199,19/10/2018,TEC-PH-10001336,8,75,309.576
US-2018-155425,10/11/2018,OFF-BI-10001036,9,116,38.388
US-2018-155425,10/11/2018,TEC-MA-10003183,16,116,95.994
US-2018-155425,10/11/2018,TEC-AC-10001314,12,116,239.952
US-2018-155425,10/11/2018,TEC-PH-10002563,8,116,201.584
US-2018-155425,10/11/2018,FUR-CH-10003312,2,116,899.136
CA-2018-133249,08/07/2018,FUR-FU-10001588,6,267,145.9
US-2016-103471,24/12/2016,FUR-BO-10002613,1,98,590.058
US-2016-103471,24/12/2016,OFF-AR-10003405,7,98,14.04
CA-2018-136672,07/03/2018,TEC-AC-10004510,12,235,49.08
US-2015-157021,01/04/2015,OFF-LA-10002312,3,168,29.6
US-2015-157021,01/04/2015,OFF-BI-10000042,9,168,17.088
CA-2016-120362,14/09/2016,FUR-TA-10003008,4,268,912.75
CA-2015-126361,04/08/2015,OFF-AP-10003590,10,269,1089.75
CA-2015-126361,04/08/2015,OFF-PA-10000806,11,269,447.84
CA-2015-126361,04/08/2015,OFF-AR-10000896,7,269,16.4
CA-2015-126361,04/08/2015,TEC-PH-10002310,8,269,399.96
CA-2015-126361,04/08/2015,OFF-ST-10002289,5,269,158.9
CA-2015-126361,04/08/2015,OFF-BI-10002852,9,269,13.184
US-2017-100566,03/09/2017,FUR-FU-10003394,6,174,83.952
US-2017-108504,05/02/2017,OFF-ST-10002344,5,270,80.98
US-2017-108504,05/02/2017,OFF-PA-10001289,11,270,348.84
US-2017-108504,05/02/2017,OFF-FA-10000053,14,270,9.45
US-2017-108504,05/02/2017,FUR-FU-10004091,6,270,18.84
US-2017-108504,05/02/2017,FUR-BO-10004015,1,270,239.98
US-2017-108504,05/02/2017,OFF-EN-10003001,13,270,167.96
US-2017-108504,05/02/2017,TEC-PH-10000215,8,270,104.85
US-2017-108504,05/02/2017,TEC-PH-10003645,8,270,484.83
US-2017-108504,05/02/2017,OFF-PA-10000357,11,270,122.97
US-2017-108504,05/02/2017,OFF-ST-10004804,5,270,154.44
US-2017-108504,05/02/2017,OFF-PA-10003892,11,270,342.37
CA-2018-124828,03/07/2018,OFF-AR-10003514,7,180,9.552
US-2018-117247,09/10/2018,FUR-TA-10002958,4,174,652.45
US-2018-117247,09/10/2018,FUR-TA-10001676,4,174,66.645
CA-2017-124485,24/11/2017,OFF-BI-10000822,9,46,17.216
CA-2017-124485,24/11/2017,OFF-PA-10004971,11,46,11.56
CA-2017-124485,24/11/2017,TEC-AC-10002323,12,46,88.4
CA-2017-124485,24/11/2017,OFF-PA-10004888,11,46,6.48
CA-2017-159212,01/11/2017,TEC-PH-10003988,8,271,21.8
CA-2017-159212,01/11/2017,OFF-EN-10002230,13,271,251.79
US-2017-161396,19/04/2017,FUR-TA-10002622,4,48,205.176
US-2017-161396,19/04/2017,OFF-PA-10000418,11,48,419.4
US-2015-118486,06/04/2015,OFF-SU-10004498,15,106,10.304
US-2015-118486,06/04/2015,FUR-TA-10001039,4,106,154.764
US-2015-118486,06/04/2015,TEC-AC-10004659,12,106,116.784
CA-2017-130407,02/09/2017,OFF-AR-10002240,7,24,75.48
CA-2017-130407,02/09/2017,FUR-FU-10001967,6,24,39.98
US-2017-122245,25/09/2017,FUR-TA-10002356,4,52,393.165
CA-2018-105144,04/11/2018,OFF-LA-10003923,3,71,23.68
CA-2017-136329,09/07/2017,FUR-CH-10002335,2,46,408.006
CA-2017-136329,09/07/2017,FUR-FU-10000723,6,46,165.28
CA-2015-146640,30/06/2015,OFF-BI-10002867,9,24,334.768
CA-2018-115994,28/01/2018,TEC-AC-10000580,12,147,239.97
CA-2018-115994,28/01/2018,FUR-FU-10003976,6,147,37.74
CA-2016-126697,21/09/2016,TEC-PH-10002922,8,17,946.344
CA-2016-126697,21/09/2016,TEC-AC-10004353,12,17,151.2
CA-2016-126697,21/09/2016,FUR-FU-10001706,6,17,4.928
CA-2016-124800,26/09/2016,OFF-PA-10000501,11,155,86.272
CA-2016-124800,26/09/2016,OFF-BI-10000778,9,155,72.588
CA-2016-124800,26/09/2016,OFF-AP-10004980,10,155,60.672
CA-2016-124800,26/09/2016,OFF-BI-10003984,9,155,77.031
CA-2016-124800,26/09/2016,OFF-ST-10000798,5,155,119.904
CA-2016-124800,26/09/2016,TEC-PH-10001750,8,155,263.96
CA-2016-124800,26/09/2016,OFF-ST-10002743,5,155,363.648
US-2016-164448,31/10/2016,OFF-BI-10002949,9,206,9.728
US-2016-164448,31/10/2016,OFF-EN-10002600,13,206,14.75
US-2016-164448,31/10/2016,OFF-BI-10003708,9,206,29.8
US-2016-164448,31/10/2016,OFF-LA-10003510,3,206,427.42
CA-2018-122700,26/11/2018,TEC-PH-10003092,8,48,220.752
CA-2015-120768,19/12/2015,OFF-BI-10001191,9,257,152.76
CA-2015-120768,19/12/2015,OFF-SU-10004115,15,257,7.27
CA-2015-120768,19/12/2015,FUR-CH-10000513,2,257,1819.86
US-2017-153129,26/12/2017,OFF-PA-10003673,11,60,33.9
CA-2018-106852,20/06/2018,OFF-PA-10001639,11,272,31.104
CA-2018-106852,20/06/2018,OFF-AR-10003829,7,272,5.248
CA-2016-139731,15/10/2016,TEC-AC-10004975,12,140,263.88
CA-2016-139731,15/10/2016,FUR-CH-10002024,2,140,2453.43
CA-2018-122735,12/04/2018,OFF-BI-10004364,9,260,29.7
CA-2018-122735,12/04/2018,OFF-PA-10001712,11,260,39.96
CA-2018-128160,19/12/2018,OFF-BI-10001510,9,95,36.672
CA-2018-117695,05/08/2018,OFF-PA-10002713,11,127,13.76
CA-2016-166135,01/10/2016,OFF-ST-10002974,5,43,139.424
CA-2017-133725,23/05/2017,TEC-PH-10004165,8,37,1979.928
CA-2018-102337,13/06/2018,OFF-ST-10004804,5,156,164.736
CA-2018-102337,13/06/2018,FUR-CH-10004289,2,156,470.302
CA-2018-102337,13/06/2018,TEC-PH-10002564,8,156,47.984
US-2015-112564,23/04/2015,OFF-BI-10004876,9,64,2.502
CA-2016-145821,01/05/2016,TEC-PH-10004348,8,142,88.752
US-2016-160150,19/07/2016,OFF-BI-10004352,9,52,2.025
CA-2017-133711,26/11/2017,OFF-PA-10001685,11,273,70.98
CA-2017-133711,26/11/2017,OFF-BI-10000666,9,273,91.68
CA-2017-133711,26/11/2017,OFF-BI-10004352,9,273,33.75
CA-2017-133711,26/11/2017,TEC-MA-10000010,16,273,3040.0
CA-2018-148474,12/06/2018,OFF-BI-10000977,9,113,91.2
CA-2018-148474,12/06/2018,FUR-TA-10002530,4,113,452.94
CA-2016-111297,17/08/2016,OFF-BI-10002412,9,274,52.2
CA-2017-123722,25/09/2017,OFF-LA-10001569,3,275,15.936
CA-2015-155271,04/05/2015,FUR-FU-10001473,6,265,27.46
CA-2016-119907,01/12/2016,OFF-BI-10001765,9,6,55.424
US-2017-128902,11/03/2017,FUR-TA-10001095,4,276,244.006
CA-2017-152289,26/08/2017,TEC-AC-10004571,12,90,159.984
CA-2017-152289,26/08/2017,FUR-CH-10002126,2,90,1024.716
US-2017-104794,16/12/2017,OFF-FA-10001754,14,30,3.68
CA-2015-151708,08/08/2015,FUR-FU-10001602,6,277,121.376
CA-2015-151708,08/08/2015,TEC-AC-10001767,12,277,95.976
CA-2016-100769,16/05/2016,TEC-AC-10002402,12,134,255.968
CA-2018-139199,09/12/2018,FUR-CH-10000847,2,152,872.94
CA-2018-139199,09/12/2018,OFF-BI-10003982,9,152,41.54
CA-2018-139199,09/12/2018,OFF-PA-10001293,11,152,12.96
US-2016-161466,24/09/2016,OFF-AR-10000634,7,75,6.848
CA-2018-164959,11/07/2018,OFF-LA-10004272,3,26,8.67
US-2016-105676,01/12/2016,FUR-FU-10004270,6,67,6.688
CA-2017-113138,19/11/2017,OFF-AR-10003770,7,278,17.28
CA-2017-113138,19/11/2017,OFF-BI-10000320,9,278,17.712
US-2018-104955,19/03/2018,OFF-LA-10003121,3,24,28.91
CA-2017-121958,13/11/2017,OFF-SU-10000381,15,279,52.136
CA-2018-121468,19/11/2018,TEC-PH-10000376,8,280,31.968
US-2017-108455,02/12/2017,OFF-PA-10002262,11,35,25.92
US-2017-108455,02/12/2017,OFF-PA-10002464,11,35,40.46
US-2017-108455,02/12/2017,OFF-ST-10002214,5,35,33.87
CA-2018-101210,25/08/2018,OFF-AR-10003560,7,281,9.728
CA-2018-101210,25/08/2018,OFF-PA-10000130,11,281,3.424
US-2017-108098,14/10/2017,TEC-AC-10000865,12,61,177.0
CA-2015-119032,27/11/2015,OFF-FA-10003021,14,46,3.76
CA-2016-140410,03/11/2016,TEC-PH-10003580,8,142,1212.848
CA-2016-140410,03/11/2016,TEC-AC-10001109,12,142,89.97
CA-2016-140410,03/11/2016,FUR-FU-10003347,6,142,42.6
CA-2015-136280,29/11/2015,OFF-LA-10000452,3,106,5.04
CA-2018-151911,30/04/2018,OFF-EN-10002986,13,24,62.96
CA-2018-166436,24/11/2018,OFF-PA-10001838,11,46,5.88
CA-2018-166436,24/11/2018,FUR-CH-10000785,2,46,977.292
CA-2018-139661,30/10/2018,FUR-FU-10002885,6,173,9.64
CA-2015-123925,17/12/2015,OFF-AR-10002952,7,113,40.05
CA-2018-152485,04/09/2018,OFF-AR-10003759,7,282,10.192
CA-2018-152485,04/09/2018,OFF-ST-10004950,5,282,16.784
CA-2018-152485,04/09/2018,OFF-AR-10001940,7,282,13.12
CA-2017-141586,17/10/2017,OFF-BI-10003981,9,35,18.16
CA-2018-130386,12/11/2018,OFF-PA-10002749,11,111,16.056
CA-2018-130386,12/11/2018,OFF-PA-10003823,11,111,223.056
CA-2018-130386,12/11/2018,OFF-ST-10003716,5,111,540.048
CA-2017-100468,24/11/2017,TEC-PH-10001300,8,63,33.52
CA-2017-100468,24/11/2017,FUR-FU-10000010,6,63,9.94
CA-2016-153388,01/08/2016,OFF-AR-10001868,7,26,6.72
CA-2016-153388,01/08/2016,FUR-TA-10003715,4,26,1004.976
CA-2018-154935,24/12/2018,OFF-BI-10003708,9,24,17.88
CA-2017-134208,17/09/2017,TEC-MA-10004458,16,113,396.0
CA-2018-108294,10/12/2018,OFF-BI-10004965,9,199,34.5
CA-2018-103611,12/09/2018,FUR-FU-10004270,6,2,8.36
CA-2018-100384,24/06/2018,OFF-AR-10002135,7,283,385.6
CA-2018-100384,24/06/2018,OFF-AR-10003514,7,283,35.82
CA-2018-112809,18/08/2018,OFF-ST-10002276,5,78,200.064
CA-2018-112809,18/08/2018,OFF-BI-10001098,9,78,21.38
CA-2018-112809,18/08/2018,OFF-BI-10001636,9,78,6.744
US-2018-160759,11/12/2018,FUR-CH-10002961,2,75,63.686
CA-2018-148446,10/12/2018,FUR-TA-10004256,4,284,1669.6
CA-2015-111059,03/02/2015,OFF-BI-10004593,9,60,83.84
CA-2015-111059,03/02/2015,OFF-BI-10002827,9,60,13.272
CA-2018-116204,11/02/2018,OFF-BI-10001759,9,95,21.336
CA-2018-109946,16/04/2018,OFF-AR-10001419,7,27,16.52
CA-2016-144806,06/12/2016,FUR-FU-10002253,6,116,206.112
CA-2016-144806,06/12/2016,OFF-PA-10002586,11,116,19.92
CA-2016-144806,06/12/2016,OFF-PA-10003039,11,116,198.272
CA-2016-144806,06/12/2016,OFF-ST-10004804,5,116,247.104
CA-2016-144806,06/12/2016,OFF-AR-10004042,7,116,86.304
CA-2017-122392,22/07/2017,OFF-AR-10002221,7,285,4.16
CA-2017-122392,22/07/2017,FUR-FU-10002456,6,285,11.648
CA-2016-148432,07/11/2016,OFF-FA-10004968,14,286,26.18
CA-2016-148432,07/11/2016,OFF-PA-10001274,11,286,7.3
CA-2016-103793,26/03/2016,OFF-PA-10001125,11,230,74.352
CA-2018-159884,31/08/2018,OFF-ST-10000344,5,287,10.744
CA-2018-159884,31/08/2018,OFF-FA-10000585,14,287,8.376
CA-2017-139885,04/12/2017,OFF-ST-10003324,5,46,212.88
CA-2018-124086,10/02/2018,FUR-BO-10004015,1,288,203.983
CA-2017-112389,29/10/2017,OFF-ST-10000419,5,289,40.74
CA-2017-112389,29/10/2017,OFF-AP-10001626,10,289,11.67
CA-2018-121888,15/09/2018,TEC-PH-10000439,8,290,39.99
CA-2018-121888,15/09/2018,OFF-AR-10003478,7,290,16.28
CA-2018-121888,15/09/2018,FUR-BO-10002545,1,290,782.94
CA-2018-121888,15/09/2018,OFF-BI-10001765,9,290,242.48
CA-2015-166884,11/03/2015,FUR-FU-10003981,6,48,8.32
CA-2015-166884,11/03/2015,OFF-FA-10001561,14,48,10.464
CA-2015-107181,04/02/2015,OFF-BI-10004230,9,143,82.896
CA-2015-107181,04/02/2015,OFF-PA-10000350,11,143,34.24
CA-2015-150245,31/12/2015,FUR-BO-10002613,1,291,1573.488
CA-2016-111395,23/11/2016,OFF-PA-10000994,11,66,335.52
CA-2016-111395,23/11/2016,OFF-BI-10002867,9,66,23.912
CA-2016-111395,23/11/2016,OFF-ST-10001291,5,66,27.056
CA-2015-134278,06/07/2015,TEC-CO-10001046,17,165,559.992
US-2018-124926,13/11/2018,OFF-AP-10004868,10,15,9.324
CA-2017-159345,17/06/2017,OFF-PA-10000806,11,143,111.96
CA-2015-130274,03/05/2015,OFF-LA-10002195,3,292,21.56
CA-2018-158386,16/10/2018,OFF-BI-10003719,9,127,124.75
CA-2016-111507,06/02/2016,OFF-AR-10001315,7,293,5.28
CA-2018-120761,04/09/2018,TEC-AC-10000171,12,256,91.96
CA-2017-109176,09/05/2017,OFF-EN-10003134,13,12,9.344
CA-2017-109176,09/05/2017,OFF-AR-10001955,7,12,79.36
CA-2016-112116,16/03/2016,FUR-TA-10001039,4,6,171.96
CA-2017-126809,09/04/2017,OFF-BI-10003712,9,6,35.352
CA-2015-105172,04/04/2015,OFF-LA-10001641,3,10,18.9
CA-2018-107293,05/09/2018,OFF-AR-10003732,7,61,2.78
US-2018-102890,30/06/2018,FUR-TA-10000577,4,165,1044.63
CA-2016-158554,09/11/2016,OFF-PA-10004000,11,64,11.352
CA-2015-116239,04/03/2015,OFF-ST-10001370,5,38,354.9
CA-2016-132101,19/03/2016,TEC-PH-10004539,8,60,453.576
CA-2016-129112,29/11/2016,TEC-AC-10003038,12,294,21.48
CA-2016-129112,29/11/2016,OFF-BI-10000088,9,294,8.784
